level_0	index	TABKEY	CLASS	MANUF	MODEL	GROUP	SERIES	DEVTYPE	DESCRIPTION	CATEGORY
353	353	694	PRG	VMware	ESX	SERVER-MGMT	SYSTEMS-MGMT	SYSTEM	SERVER MANAGEMENT TOOLS	
354	354	10810	PRG	CheckPoint	Pointsec	ANTI-VIRUS	SECURITY-MGT	SYSTEM	ANTI-VIRUS	
355	355	8914	PRG	LogiAnlytcs	LogiXML	BI	DBMS-BI	APPL	BUSINESS INTELLIGENCE	
358	358	9413	RTR	Radware	ROUTER	ROUTER	ROUTER		ROUTER	
359	359	10851	OPR	Python	OS	OS	OS		OPERATING SYSTEM	
362	362	8861	PRG	HP	TippingPoint	ANTI-VIRUS	SECURITY-MGT	SYSTEM	ANTI-VIRUS	
367	367	6519600	PRG	LAWSON	SCM	SUPPLY-CHAIN	ENTPRISE-APP	APPL	SUPPLY CHAIN MANAGEMENT	
370	370	11659	PRG	Dalet	MEDIA-SW	MEDIA	IND-SPECIFIC	APPL	MEDIA	
371	371	7329	PRG	Lithium	SOCIAL-MGT	SOCIAL-MGT	ENTERPRISE-A	SYSTEM	SOCIAL MEDIA SYSTEMS	
372	372	10736	PRG	IBM	Sterling B2B	SERVER-MGMT	SYSTEMS-MGMT	SYSTEM	SERVER MANAGEMENT TOOLS	
373	373	90807000	CPU	IBM	XSERIES	XSERIES-4XX	XSERIES	INTEL	SERVER	
375	375	9166	PRG	ExtraHopNet	ExtraHop	DATA-CENTER	ENTERRISE-MG	SYSTEM	IT INFRASTRUCTURE & OPS MANA	
376	376	4737	PRG	Adobe	Photoshop	PUBLISHING	ENTPRISE-APP	APPL	DESIGN & PUBLISHING SOFTWARE	
377	377	5281	PRG	Bentley	InRoads	MANUFACTURER	IND-SPECIFIC	APPL	MANUFACTURING	
378	378	1261	PRG	IBM	WSAppSrvr	DEV-TOOL	APPL-MGMT	SYSTEM	APPL DEVELOPMENT TOOLS	
379	379	301	PRG	PitnyBwsSft	MapInfo	PUBLISHING	ENTPRISE-APP	APPL	DESIGN & PUBLISHING SOFTWARE	
380	380	11624	PRG	Open-Text	StreamServe	DOC-MGMT	WORKFLOW	APPL	DOCUMENT MANAGEMENT	
381	381	12693	PRG	Docebo	EDUCATION-SW	EDUCATION	IND-SPECIFIC	APPL	ACADEMIC & EDUCATION MANAGEM	
382	382	8988	PRG	ConstntCont	EMAIL	EMAIL	ENTPRISE-APP	APPL	EMAIL SOFTWARE	
384	384	11317	PRG	ReadSoft	ACCTNG-SFTWR	ACCOUNTING	ENTPRISE-APP	APPL	ACCOUNTING	
385	385	627	PRG	Microsoft	OneNote	PUBLISHING	ENTPRISE-APP	APPL	DESIGN & PUBLISHING SOFTWARE	
386	386	9152	PRG	37signals	Basecamp	PROJECT-MGT	ENTPRISE-APP	APPL	PROJECT MANAGEMENT SOFTWARE	
388	388	11313	PRG	Dailymotion	SAAS	SAAS	CLOUD-CMPTNG	APPL	SOFTWARE AS A SERVICE	
389	389	5294	PRG	Cisco	IdntitySrvEn	ANTI-VIRUS	SECURITY-MGT	SYSTEM	ANTI-VIRUS	
390	390	10618	PRG	Izenda	BI-SOFTWARE	BI	DBMS-BI	APPL	BUSINESS INTELLIGENCE	
392	392	5122	PRG	BMC	CloudLcMgmt	IAAS	CLOUD-CMPTNG	APPL	INFRASTRUCTURE AS A SERVICE	
393	393	8686	PRG	Oracle	FLEXCUBE	COMMERCE	ENTPRISE-APP	APPL	COMMERCE APPLICATION	
394	394	11499	PRG	Hobsons	EDUCATION-SW	EDUCATION	IND-SPECIFIC	APPL	ACADEMIC & EDUCATION MANAGEM	
396	396	90825300	PRG	MICROSOFT	DBMS	DBMS	DBMS-BI	APPL	DATABASE MANAGEMENT	
399	399	12470	PRG	EllisLab	ExpressnEngi	DOC-MGMT	WORKFLOW	APPL	DOCUMENT MANAGEMENT	
400	400	816	PRG	Oracle	MySQL	DBMS	DBMS-BI	APPL	DATABASE MANAGEMENT	
401	401	11752	PRG	Paychex	SurePayroll	HUMAN-RES	ENTPRISE-APP	APPL	HUMAN RESOURCES MANAGEMENT	
402	402	6500	PRG	Teradata	Database	DBMS	DBMS-BI	APPL	DATABASE MANAGEMENT	
403	403	469	PRG	TrumbaCorp	Trumba	SOCIAL-MGT	ENTERPRISE-A	SYSTEM	SOCIAL MEDIA SYSTEMS	
404	404	11428	PRG	qualaroo	quaraloo	DEV-TOOL	APPL-MGMT	SYSTEM	APPL DEVELOPMENT TOOLS	
405	405	11102	PRG	ClearSlide	SAAS-CRM	SAAS-CRM	CLOUD-CMPTNG	APPL	CRM AS A SERVICE	
406	406	7379	PRG	Google	Checkout	COMMERCE	ENTPRISE-APP	APPL	COMMERCE APPLICATION	
408	408	10633	PRG	Ranorex	DEV-TOOL	DEV-TOOL	APPL-MGMT	SYSTEM	APPL DEVELOPMENT TOOLS	
409	409	1130	PRG	SAS	Bus Intel	BI	DBMS-BI	APPL	BUSINESS INTELLIGENCE	
412	412	3570	PRG	Microsoft	Lync	COLLABORATIV	VOICEOVERIP	VOICEOV	VOICE OVER INTERNET	
414	414	12484	PRG	DundsDtaVis	DundasDtaVis	PUBLISHING	ENTPRISE-APP	APPL	DESIGN & PUBLISHING SOFTWARE	
415	415	8541	PRG	Nimble	SAAS-CRM	SAAS-CRM	CLOUD-CMPTNG	APPL	CRM AS A SERVICE	
416	416	10592	PRG	Acunetix	ANTI-VIRUS	ANTI-VIRUS	SECURITY-MGT	SYSTEM	ANTI-VIRUS	
417	417	5121	PRG	BMC	FootPrints	DATA-CENTER	ENTERRISE-MG	SYSTEM	IT INFRASTRUCTURE & OPS MANA	
418	418	25	PRG	Microsoft	Dynamics	ERP-UNSPEC	ENTPRISE-APP	APPL	UNSPECIFIED ERP MODULE	
419	419	6266500	PRG	PEOPLESOFT	CRM	CRM/SFA	ENTPRISE-APP	APPL	CUSTOMER/SALESFORCE MGMT	
422	422	12421	PRG	Xamarin	DEV-TOOL	DEV-TOOL	APPL-MGMT	SYSTEM	APPL DEVELOPMENT TOOLS	
423	423	8803	PRG	Tibco	Designer	DEV-TOOL	APPL-MGMT	SYSTEM	APPL DEVELOPMENT TOOLS	
424	424	12522	PRG	Apttus	PARTNR-MG-SW	PARTNER=MGT	ENTPRISE-APP	APPL	PARTNER MANAGEMENT	
425	425	12478	PRG	Edifacs	Edifecs	MEDICAL	IND-SPECIFIC	APPL	MEDICAL	
426	426	5146	PRG	Infor	ION	ENTPRISE-MGT	ENTPRISE-MGT	SYSTEM	ENTERPRISE MANAGEMENT	
427	427	6962	PRG	Microsoft	SysCtVtMhMgr	SERVER-MGMT	SYSTEMS-MGMT	SYSTEM	SERVER MANAGEMENT TOOLS	
428	428	7167	PRG	Microsoft	SpENT	SAAS	CLOUD-CMPTNG	APPL	SOFTWARE AS A SERVICE	
431	431	4654	AUX	NETGATE-NET	ReadyNAS	DISK-NAS	NAS	NAS	NETWORK ATTACHED STORAGE	
432	432	90279300	PRT	OTHER	PRODUCTION	PRODUCTION	PRODUCTION	PROD	PRODUCTION PRINTER	
433	433	90395100	CPU	HP	NONSTOP	NONSTOP	NONSTOP	RISC	SERVER	HIGH-END
435	435	701	PRG	VMware	Server	SERVER-MGMT	SYSTEMS-MGMT	SYSTEM	SERVER MANAGEMENT TOOLS	
437	437	11354	PRG	SAI Global	Global	ENTPRISE-MGT	ENTPRISE-MGT	SYSTEM	ENTERPRISE MANAGEMENT	
438	438	10480	PRG	BWise	ENTPRISE-MGT	ENTPRISE-MGT	ENTPRISE-MGT	SYSTEM	ENTERPRISE MANAGEMENT	
440	440	11224	PRG	BrightRoll	MARKETING-SW	MARKETING	ENTPRISE-APP	APPL	MARKETING PERFORMANCE MANAGE	
442	442	6213400	RTR	EXTREME	ROUTER	ROUTER	ROUTER		ROUTER	
443	443	90879300	AUX	CISCO	NAS	DISK-NAS	NAS	NAS	NETWORK ATTACHED STORAGE	
444	444	4628	PRG	Microsoft	Bitlocker	ANTI-VIRUS	SECURITY-MGT	SYSTEM	ANTI-VIRUS	
445	445	10707	PRG	VertRespnse	VertResponse	MARKETING	ENTPRISE-APP	APPL	MARKETING PERFORMANCE MANAGE	
447	447	10728	PRG	CherwelSoft	CherwellSoft	DATA-CENTER	ENTERRISE-MG	SYSTEM	IT INFRASTRUCTURE & OPS MANA	
450	450	11129	PRG	AspenTech	SPPLY-CHN-SW	SUPPLY-CHAIN	ENTPRISE-APP	APPL	SUPPLY CHAIN MANAGEMENT	
451	451	8817	PRG	Sailpoint	ANTI-VIRUS	ANTI-VIRUS	SECURITY-MGT	SYSTEM	ANTI-VIRUS	
452	452	90300700	PRG	BORLAND	STARTEAM	SOFT-CONFIG	APPL-MGMT	SYSTEM	SOFTWARE CONFIGURATION MGMT	
453	453	10724	PRG	VMware	VMware NSX	SERVER-MGMT	SYSTEMS-MGMT	SYSTEM	SERVER MANAGEMENT TOOLS	
454	454	90424100	OPR	HP	OPENVMS	VMS	VMS		OPERATING SYSTEM	
455	455	9373	PRG	Google	SearchApplnc	PUBLISHING	ENTPRISE-APP	APPL	DESIGN & PUBLISHING SOFTWARE	
457	457	12700	PRG	Akamai	Akamai CDN	SAAS	CLOUD-CMPTNG	APPL	SOFTWARE AS A SERVICE	
458	458	3683400	PRG	AUTODESK	AUTOCAD	CAD/CAM	WORKSTATION	APPL	CAD/CAM	
459	459	11745	PRG	IBM	RUP	DEV-TOOL	APPL-MGMT	SYSTEM	APPL DEVELOPMENT TOOLS	
460	460	11141	PRT	EFI	PRINTER	PRINTER	PRINTER	UNSPEC	PRINTER	
462	462	10902	PRG	TeamViewer	DESKTOP-MGMT	DESKTOP-MGMT	SYSTEMS-MGMT	SYSTEM	DESKTOP MANAGEMENT TOOLS	
464	464	11027	PRG	Maptek	MANUFACT-SW	MANUFACTURER	IND-SPECIFIC	APPL	MANUFACTURING	
465	465	11779	PRG	Gorkana	MARKETING-SW	MARKETING	ENTPRISE-APP	APPL	MARKETING PERFORMANCE MANAGE	
466	466	8825	PRG	Freshdesk	HELPDESK	HELPDESK	ENTERPRISE-A	APPL	HELP DESK MANAGEMENT	
467	467	559	PRG	IBM	Lotus Notes	COLLABORATIV	ENTPRISE-APP	SYSTEM	COLLABORATIVE/INTEGRN SOFTWR	
470	470	9268	PRG	Bus Wire	BusinessWire	MARKETING	ENTPRISE-APP	APPL	MARKETING PERFORMANCE MANAGE	
471	471	11777	PRG	IBM	RAD	DEV-TOOL	APPL-MGMT	SYSTEM	APPL DEVELOPMENT TOOLS	
472	472	6532	PRG	Workday	Payroll	HUMAN-RES	ENTPRISE-APP	APPL	HUMAN RESOURCES MANAGEMENT	
474	474	90784900	PRG	APACHE	APP-SERVER	APP-SERVER	WORKFLOW	APPL	APPLICATION SERVER SOFTWARE	
475	475	11172	PRG	Pixar	RenderMan	PUBLISHING	ENTPRISE-APP	APPL	DESIGN & PUBLISHING SOFTWARE	
477	477	90933500	AUX	NETAPP	NAS	DISK-NAS	NAS	NAS	NETWORK ATTACHED STORAGE	
478	478	12481	PRG	EcoSys	EPC	PROJECT-MGT	ENTPRISE-APP	APPL	PROJECT MANAGEMENT SOFTWARE	
480	480	11090	PRG	Oracle	BlueKai	MARKETING	ENTPRISE-APP	APPL	MARKETING PERFORMANCE MANAGE	
482	482	6965	PRG	IBM	PowerVM	SERVER-MGMT	SYSTEMS-MGMT	SYSTEM	SERVER MANAGEMENT TOOLS	
483	483	4807	VIP	Nortel	Norstar	VOICEOVERIP	VOICEOVERIP	VOICEOV	VOICE OVER INTERNET	
484	484	1092	PRG	LexisNexis	LEGAL-SRV-SW	LEGAL-SRV	IND-SPECIFIC	APPL	LEGAL & PROFESSIONAL SERVICE	
485	485	10761	PRG	SDL	SDLTrados	PUBLISHING	ENTPRISE-APP	APPL	DESIGN & PUBLISHING SOFTWARE	
489	489	6251500	AUX	EMC	NAS	DISK-NAS	NAS	NAS	NETWORK ATTACHED STORAGE	
490	490	10712	PRG	Oracle	PrmVCntrMgmt	CONSTRUCTION	IND-SPECIFIC	APPL	CONSTRUCTION	
492	492	90813300	PRG	GOOGLE	ADWORDS	GOOGLEAPPS	CLOUD-CMPTNG	APPL	SOFTWARE AS A SERVICE	
493	493	5235	OPR	Canonical	Ubuntu	OS	OS		OPERATING SYSTEM	
494	494	10839	PRG	Microsoft	SQLSrvrMgmt	DATA-CENTER	ENTERRISE-MG	SYSTEM	IT INFRASTRUCTURE & OPS MANA	
498	498	8889	PRG	Bentley	ProjectWise	MANUFACTURER	IND-SPECIFIC	APPL	MANUFACTURING	
499	499	90434600	CPU	DELL	SERVER	UNSPEC-SVR	SERVER	UNSPEC	SERVER	
500	500	9445	PRG	Talend	DBMS-SWFTWR	DBMS	DBMS-BI	APPL	DATABASE MANAGEMENT	
501	501	9079	PRG	Prophix	ENTPRISE-MGT	ENTPRISE-MGT	ENTPRISE-MGT	SYSTEM	ENTERPRISE MANAGEMENT	
502	502	311	PRG	Micro-Focus	DEV-TOOL	DEV-TOOL	APPL-MGMT	SYSTEM	APPL DEVELOPMENT TOOLS	
503	503	1117	PRG	Quest-sftwr	MigrationMgr	STORAGE-MGMT	STORAGE-MGMT	SYSTEM	STORAGE MANAGEMENT	
504	504	4196400	PRG	ORACLE	RALLY	DEV-TOOL	APPL-MGMT	SYSTEM	APPL DEVELOPMENT TOOLS	
505	505	11144	PRT	EFI	Fiery	PRINTER	PRINTER	UNSPEC	PRINTER	
506	506	964	PRG	Oracle	PS AssetMgmt	ASSET-MGMT	SYSTEMS-MGMT	SYSTEM	ASSET MANAGEMENT	
507	507	9093	PRG	MICROS	Opera	REAL ESTATE	IND-SPECIFIC	APPL	REAL ESTATE	
508	508	4821	PRG	Autodesk	Alias	PUBLISHING	ENTPRISE-APP	APPL	DESIGN & PUBLISHING SOFTWARE	
509	509	4935	PRG	ServiceMax	SRV&FLD-SW	SERVICE&FIEL	ENTERPRISE-A	APPL	SERVICE & FIELD SUPPORT MANA	
511	511	11131	PRG	Yext	DEV-TOOL	DEV-TOOL	APPL-MGMT	SYSTEM	APPL DEVELOPMENT TOOLS	
512	512	9321	PRG	ConverSoc	conversocial	SOCIAL-MGT	ENTERPRISE-A	SYSTEM	SOCIAL MEDIA SYSTEMS	
513	513	1165	PRG	Hitachi	VSP	PAAS	CLOUD-CMPTNG	APPL	PLATFORM AS A SERVICE	
514	514	12404	PRG	Yesware	MARKETING-SW	MARKETING	ENTPRISE-APP	APPL	MARKETING PERFORMANCE MANAGE	
515	515	7187	PRG	Kayako	HELPDESK	HELPDESK	ENTERPRISE-A	APPL	HELP DESK MANAGEMENT	
516	516	6978	PRG	Kenexa	HR-SOFTWARE	HUMAN-RES	ENTPRISE-APP	APPL	HUMAN RESOURCES MANAGEMENT	
517	517	11222	PRG	AppNexus	MARKETING-SW	MARKETING	ENTPRISE-APP	APPL	MARKETING PERFORMANCE MANAGE	
519	519	6592	PRG	Datapipe	IAAS	IAAS	CLOUD-CMPTNG	APPL	INFRASTRUCTURE AS A SERVICE	
521	521	1199	OPR	Whamcloud	Lustre	OS	OS		OPERATING SYSTEM	
522	522	10713	PRG	Listrak	MARKETING-SW	MARKETING	ENTPRISE-APP	APPL	MARKETING PERFORMANCE MANAGE	
524	524	6516000	PRG	IBM	PORTAL	PORTAL-MGMT	WORKFLOW	APPL	PORTAL MANAGEMENT	
525	525	10512	PRG	Recommind	LEGAL-SRV-SW	LEGAL-SRV	IND-SPECIFIC	APPL	LEGAL & PROFESSIONAL SERVICE	
527	527	1250	PRG	Autodesk	Revit	PUBLISHING	ENTPRISE-APP	APPL	DESIGN & PUBLISHING SOFTWARE	
529	529	9253	OPR	WindRiver	VxWorks	OS	OS		OPERATING SYSTEM	
530	530	9440	PRG	StreamBase	BI-SOFTWARE	BI	DBMS-BI	APPL	BUSINESS INTELLIGENCE	
532	532	4884	PRG	Siemens	NX	PUBLISHING	ENTPRISE-APP	APPL	DESIGN & PUBLISHING SOFTWARE	
533	533	4144100	PRG	MICROSOFT	OFFICE	SUITES	OFFICE	APPL	SUITES	
536	536	11515	PRG	Delphix	DEV-TOOL	DEV-TOOL	APPL-MGMT	SYSTEM	APPL DEVELOPMENT TOOLS	
537	537	11666	PRG	SAP	ProdPlanning	SUPPLY-CHAIN	ENTPRISE-APP	APPL	SUPPLY CHAIN MANAGEMENT	
538	538	11352	PRG	Medgate	SUSTAIN-SW	SUSTAINABILI	IND-SPECIFIC	APPL	SUSTAINABILITY	
539	539	90806600	CPU	IBM	ISERIES	ISERIES	ISERIES	IBM-MID	SERVER	
540	540	10792	PRG	Riverbed	Wireshark	DATA-CENTER	ENTERPRISE-M	APPL	NETWORK MANGEMENT SOFTWARE	
541	541	798	CPC	Intel	DESKTOP-PC	DESKTOP	PC	PERIPHE	PERSONAL COMPUTING PERIPHERA	
542	542	90423600	OPR	OTHER	UNIX	UNIX	UNIX		OPERATING SYSTEM	
544	544	9428	PRG	Datameer	DBMS-SWFTWR	DBMS	DBMS-BI	APPL	DATABASE MANAGEMENT	
547	547	9095	PRG	SbrHsptlity	SynXis	REAL ESTATE	IND-SPECIFIC	APPL	REAL ESTATE	
548	548	9188	PRG	Corrigo	SRV&FLD-SW	SERVICE&FIEL	ENTERPRISE-A	APPL	SERVICE & FIELD SUPPORT MANA	
549	549	10495	PRG	ThreatMetrx	ThreatMetrix	ANTI-VIRUS	SECURITY-MGT	SYSTEM	ANTI-VIRUS	
551	551	10935	PRG	ANSYS	Workbench	PUBLISHING	ENTPRISE-APP	APPL	DESIGN & PUBLISHING SOFTWARE	
554	554	90224000	CPC	HP	DESKTOP	DESKTOP	PC	DESKTOP	PERSONAL DESKTOP COMPUTER	
555	555	4982	PRG	Oracle	RightNow	SAAS-CRM	CLOUD-CMPTNG	APPL	CRM AS A SERVICE	
556	556	90797000	PRG	ORACLE	HUMAN-RES	HUMAN-RES	ENTPRISE-APP	APPL	HUMAN RESOURCES MANAGEMENT	
558	558	7399	PRG	Liferay	DEV-TOOL	DEV-TOOL	APPL-MGMT	SYSTEM	APPL DEVELOPMENT TOOLS	
559	559	8916	PRG	Oracle	BusIntelENT	BI	DBMS-BI	APPL	BUSINESS INTELLIGENCE	
562	562	3822900	PRG	COMPILER	ASSEMBLER	DEV-TOOL	APPL-MGMT	SYSTEM	APPL DEVELOPMENT TOOLS	
563	563	91014600	CPU	CISCO	SERVER	UNSPEC-SVR	SERVER	UNSPEC	SERVER	
564	564	10950	PRG	Bentley	StormCAD	PUBLISHING	ENTPRISE-APP	APPL	DESIGN & PUBLISHING SOFTWARE	
566	566	11606	PRG	Watir	DEV-TOOL	DEV-TOOL	APPL-MGMT	SYSTEM	APPL DEVELOPMENT TOOLS	
567	567	9120	PRG	Oracle	Hyperion	ACCOUNTING	ENTPRISE-APP	APPL	ACCOUNTING	
568	568	11237	PRG	Joomla	SAAS	SAAS	CLOUD-CMPTNG	APPL	SOFTWARE AS A SERVICE	
569	569	11815	PRG	Dotomi	MARKETING-SW	MARKETING	ENTPRISE-APP	APPL	MARKETING PERFORMANCE MANAGE	
570	570	6873	PRG	Oracle	PSSplyChnMgt	SUPPLY-CHAIN	ENTPRISE-APP	APPL	SUPPLY CHAIN MANAGEMENT	
571	571	8797	PRG	Tibco	ENT Msg Serv	EMAIL	ENTPRISE-APP	APPL	EMAIL SOFTWARE	
572	572	11369	PRG	Clicky	MONITORNG-SW	MONITORING	ENTERPRISE-M	APPL	SECURITY INFORMATION & EVENT	
573	573	853	AUX	EMC	Symmetrix	DISK-NAS	NAS	NAS	NETWORK ATTACHED STORAGE	
575	575	517	VIP	Cisco	VoIP	VOICEOVERIP	ROUTER		ROUTER	
577	577	814	OPR	Oracle	Java	OS	OS		OPERATING SYSTEM	
578	578	7240	PRG	Oracle	TimeandLabor	HUMAN-RES	ENTPRISE-APP	APPL	HUMAN RESOURCES MANAGEMENT	
579	579	10731	PRG	IBM	CloudCtrlDsk	DATA-CENTER	ENTERRISE-MG	SYSTEM	IT INFRASTRUCTURE & OPS MANA	
581	581	7046	PRG	IBM	BigInsights	DBMS	DBMS-BI	APPL	DATABASE MANAGEMENT	
583	583	449	PRG	TableauSoft	Tableau	BI	DBMS-BI	APPL	BUSINESS INTELLIGENCE	
585	585	566	PRG	Alfresco	DOC-MGMT	DOC-MGMT	WORKFLOW	APPL	DOCUMENT MANAGEMENT	
590	590	10898	PRG	Riversand	DBMS-SWFTWR	DBMS	DBMS-BI	APPL	DATABASE MANAGEMENT	
592	592	8457	PRG	MarketLive	COMM-SWFTWR	COMMERCE	ENTPRISE-APP	APPL	COMMERCE APPLICATION	
593	593	7147	PRG	Cisco	PrimeInfrstr	DATA-CENTER	ENTERPRISE-M	APPL	NETWORK MANGEMENT SOFTWARE	
596	596	7205	PRG	zoho	Zoho Recruit	HUMAN-RES	ENTPRISE-APP	APPL	HUMAN RESOURCES MANAGEMENT	
598	598	644	PRG	SAP	SAP ERP	ERP-UNSPEC	ENTPRISE-APP	APPL	UNSPECIFIED ERP MODULE	
603	603	8468	PRG	Telogis	SRV&FLD-SW	SERVICE&FIEL	ENTERPRISE-A	APPL	SERVICE & FIELD SUPPORT MANA	
604	604	90827400	PRG	MICROSOFT	SERVER-MGMT	SERVER-MGMT	SYSTEMS-MGMT	SYSTEM	SERVER MANAGEMENT TOOLS	
605	605	11488	PRG	SmrtRecrtrs	SmartRecrtrs	HUMAN-RES	ENTPRISE-APP	APPL	HUMAN RESOURCES MANAGEMENT	
607	607	4617	PRG	Cisco	UniCntctCntr	CONTACTCENTE	ENTERPRISE-A	SYSTEM	CONTACT CENTER MANAGEMENT	
608	608	11476	PRG	HearsaySoc	SOCIAL-MGT	SOCIAL-MGT	ENTERPRISE-A	SYSTEM	SOCIAL MEDIA SYSTEMS	
610	610	645	PRG	SAP	ECC	ERP-UNSPEC	ENTPRISE-APP	APPL	UNSPECIFIED ERP MODULE	
612	612	1296	PRG	Amazon	AWSCloudForm	IAAS	CLOUD-CMPTNG	APPL	INFRASTRUCTURE AS A SERVICE	
613	613	5254	AUX	EMC	SymmtrixVMAX	DISK-NAS	NAS	NAS	NETWORK ATTACHED STORAGE	
615	615	42	PRG	Accela	PUBLISHNG-SW	PUBLISHING	ENTPRISE-APP	APPL	DESIGN & PUBLISHING SOFTWARE	
616	616	5182	PRG	Tibco	ActiveMatrix	ERP-UNSPEC	ENTPRISE-APP	APPL	UNSPECIFIED ERP MODULE	
617	617	8435	PRG	PaloAltoNet	ANTI-VIRUS	ANTI-VIRUS	SECURITY-MGT	SYSTEM	ANTI-VIRUS	
618	618	11757	PRG	ModelN	PARTNR-MG-SW	PARTNER=MGT	ENTPRISE-APP	APPL	PARTNER MANAGEMENT	
620	620	1043	LSW	Brocade	Switches	SWITCH	SWITCH		LAN SWITCH	
621	621	90814200	PRG	GOOGLE	GMAIL	GOOGLEAPPS	CLOUD-CMPTNG	APPL	SOFTWARE AS A SERVICE	
625	625	90814000	PRG	GOOGLE	DOCS	GOOGLEAPPS	CLOUD-CMPTNG	APPL	SOFTWARE AS A SERVICE	
626	626	3075300	PRT	RICOH	PRINTER	PRINTER	PRINTER	UNSPEC	PRINTER	
627	627	6363	PRG	Tripwire	ENT	MONITORING	ENTERPRISE-M	APPL	SECURITY INFORMATION & EVENT	
629	629	996	PRG	Symantec	EndptProt	ANTI-VIRUS	SECURITY-MGT	SYSTEM	ANTI-VIRUS	
630	630	3283200	OPR	HP	HP-UX	UNIX	UNIX		OPERATING SYSTEM	
631	631	11741	PRG	IBM	SecDirSrvr	ANTI-VIRUS	SECURITY-MGT	SYSTEM	ANTI-VIRUS	
633	633	11044	PRG	Apache-Soft	Hbase	DBMS	DBMS-BI	APPL	DATABASE MANAGEMENT	
635	635	4921	PRG	ServiceNow	IAAS	IAAS	CLOUD-CMPTNG	APPL	INFRASTRUCTURE AS A SERVICE	
638	638	11703	PRG	HasOffers	MARKETING-SW	MARKETING	ENTPRISE-APP	APPL	MARKETING PERFORMANCE MANAGE	
639	639	11729	PRG	Oracle	Waveset	ANTI-VIRUS	SECURITY-MGT	SYSTEM	ANTI-VIRUS	
640	640	1128	PRG	SAS	SAS ENT	BUSINESS SOL	ENTPRISE-APP	APPL	ENTERPRISE BUSINESS SOLUTION	
641	641	874	PRG	HP	NetNodeMgr	DATA-CENTER	ENTERPRISE-M	APPL	NETWORK MANGEMENT SOFTWARE	
643	643	3078300	PRT	SAMSUNG	PRINTER	PRINTER	PRINTER	UNSPEC	PRINTER	
647	647	7296	PRG	Atlassian	Crucible	DEV-TOOL	APPL-MGMT	SYSTEM	APPL DEVELOPMENT TOOLS	
648	648	8548	PRG	RedPrairie	WHMgnt	SUPPLY-CHAIN	ENTPRISE-APP	APPL	SUPPLY CHAIN MANAGEMENT	
649	649	12603	PRG	Winscribe	MEDICAL-SW	MEDICAL	IND-SPECIFIC	APPL	MEDICAL	
650	650	79	PRG	Arbor	Peakflow	DATA-CENTER	ENTERPRISE-M	APPL	NETWORK MANGEMENT SOFTWARE	
651	651	9276	PRG	HP	Sprinter	COLLABORATIV	ENTPRISE-APP	SYSTEM	COLLABORATIVE/INTEGRN SOFTWR	
653	653	9195	RTR	Dell	Force10	ROUTER	ROUTER		ROUTER	
654	654	584	PRG	IBM	Lotus Domino	COLLABORATIV	ENTPRISE-APP	SYSTEM	COLLABORATIVE/INTEGRN SOFTWR	
656	656	90	PRG	Atex	DOC-MGMT	DOC-MGMT	WORKFLOW	APPL	DOCUMENT MANAGEMENT	
657	657	8467	PRG	TrimbleNav	Trimble	SERVICE&FIEL	ENTERPRISE-A	APPL	SERVICE & FIELD SUPPORT MANA	
658	658	876	PRG	HP	PerfrmncCntr	DATA-CENTER	ENTERPRISE-M	APPL	NETWORK MANGEMENT SOFTWARE	
660	660	11329	PRG	OpenCart	COMM-SWFTWR	COMMERCE	ENTPRISE-APP	APPL	COMMERCE APPLICATION	
661	661	7126	PRG	IBM	MstrDataMgmt	DBMS	DBMS-BI	APPL	DATABASE MANAGEMENT	
662	662	6867	PRG	Fiserv	ACCTNG-SFTWR	ACCOUNTING	ENTPRISE-APP	APPL	ACCOUNTING	
664	664	12735	PRG	Angular	AngularJS	DEV-TOOL	APPL-MGMT	SYSTEM	APPL DEVELOPMENT TOOLS	
665	665	6401	PRG	IBM	TivliStrgMgr	STORAGE-MGMT	STORAGE-MGMT	SYSTEM	STORAGE MANAGEMENT	
667	667	448	PRG	SYSPRO	ERP	ERP-UNSPEC	ENTPRISE-APP	APPL	UNSPECIFIED ERP MODULE	
668	668	6906	PRG	CA	CA 7	DATA-CENTER	ENTERRISE-MG	SYSTEM	IT INFRASTRUCTURE & OPS MANA	
669	669	5047	PRG	SAP	DataMigraton	DATA-CENTER	ENTERRISE-MG	SYSTEM	IT INFRASTRUCTURE & OPS MANA	
670	670	8888	PRG	Aconex	CONST-SWFTWR	CONSTRUCTION	IND-SPECIFIC	APPL	CONSTRUCTION	
671	671	10765	RTR	Dell	PowerConnect	ROUTER	ROUTER		ROUTER	
673	673	9344	PRG	IBM	IBM Tealeaf	SAAS-CRM	CLOUD-CMPTNG	APPL	CRM AS A SERVICE	
674	674	11456	PRG	OpenX	MARKETING-SW	MARKETING	ENTPRISE-APP	APPL	MARKETING PERFORMANCE MANAGE	
676	676	24	PRG	Microsoft	SharePoint	WEB-CONTENT	CLOUD-CMPTNG	APPL	SOFTWARE AS A SERVICE	
677	677	11281	PRG	DigitlOcean	IAAS	IAAS	CLOUD-CMPTNG	APPL	INFRASTRUCTURE AS A SERVICE	
679	679	785	PRG	Oracle	XMLPublisher	BI	DBMS-BI	APPL	BUSINESS INTELLIGENCE	
680	680	769	PRG	Oracle	AppServer	DBMS	DBMS-BI	APPL	DATABASE MANAGEMENT	
